tier1-cst-naca2412 (aerosim SECTION_CODE 2412, 18 Kulfan weights)
 1.000000  +0.001277
 0.999938  +0.001290
 0.999751  +0.001329
 0.999439  +0.001393
 0.999003  +0.001483
 0.998443  +0.001599
 0.997759  +0.001741
 0.996950  +0.001908
 0.996018  +0.002100
 0.994962  +0.002317
 0.993782  +0.002560
 0.992480  +0.002827
 0.991055  +0.003119
 0.989507  +0.003435
 0.987838  +0.003775
 0.986046  +0.004139
 0.984134  +0.004527
 0.982101  +0.004938
 0.979948  +0.005372
 0.977675  +0.005828
 0.975284  +0.006307
 0.972774  +0.006808
 0.970146  +0.007330
 0.967400  +0.007873
 0.964539  +0.008437
 0.961561  +0.009022
 0.958469  +0.009626
 0.955262  +0.010250
 0.951942  +0.010893
 0.948509  +0.011555
 0.944964  +0.012234
 0.941309  +0.012932
 0.937544  +0.013646
 0.933669  +0.014377
 0.929686  +0.015124
 0.925597  +0.015887
 0.921401  +0.016665
 0.917100  +0.017458
 0.912695  +0.018265
 0.908188  +0.019085
 0.903579  +0.019918
 0.898869  +0.020764
 0.894059  +0.021622
 0.889152  +0.022491
 0.884147  +0.023371
 0.879047  +0.024261
 0.873852  +0.025161
 0.868565  +0.026069
 0.863185  +0.026987
 0.857715  +0.027912
 0.852155  +0.028844
 0.846508  +0.029784
 0.840775  +0.030729
 0.834956  +0.031680
 0.829054  +0.032636
 0.823070  +0.033596
 0.817006  +0.034560
 0.810862  +0.035527
 0.804642  +0.036497
 0.798345  +0.037468
 0.791974  +0.038441
 0.785530  +0.039415
 0.779014  +0.040389
 0.772430  +0.041362
 0.765777  +0.042335
 0.759059  +0.043305
 0.752275  +0.044274
 0.745429  +0.045240
 0.738522  +0.046202
 0.731555  +0.047160
 0.724530  +0.048114
 0.717450  +0.049063
 0.710315  +0.050006
 0.703128  +0.050943
 0.695890  +0.051874
 0.688604  +0.052797
 0.681270  +0.053712
 0.673891  +0.054619
 0.666469  +0.055518
 0.659006  +0.056406
 0.651503  +0.057286
 0.643962  +0.058154
 0.636385  +0.059012
 0.628774  +0.059859
 0.621131  +0.060694
 0.613458  +0.061516
 0.605757  +0.062326
 0.598029  +0.063122
 0.590277  +0.063905
 0.582502  +0.064673
 0.574707  +0.065426
 0.566893  +0.066164
 0.559063  +0.066886
 0.551217  +0.067592
 0.543359  +0.068280
 0.535491  +0.068951
 0.527613  +0.069604
 0.519728  +0.070238
 0.511839  +0.070853
 0.503947  +0.071448
 0.496053  +0.072023
 0.488161  +0.072577
 0.480272  +0.073109
 0.472387  +0.073618
 0.464509  +0.074105
 0.456641  +0.074568
 0.448783  +0.075006
 0.440937  +0.075420
 0.433107  +0.075808
 0.425293  +0.076170
 0.417498  +0.076505
 0.409723  +0.076812
 0.401971  +0.077091
 0.394243  +0.077341
 0.386542  +0.077562
 0.378869  +0.077753
 0.371226  +0.077913
 0.363615  +0.078042
 0.356038  +0.078139
 0.348497  +0.078204
 0.340994  +0.078236
 0.333531  +0.078235
 0.326109  +0.078200
 0.318730  +0.078132
 0.311396  +0.078029
 0.304110  +0.077892
 0.296872  +0.077720
 0.289685  +0.077514
 0.282550  +0.077272
 0.275470  +0.076996
 0.268445  +0.076685
 0.261478  +0.076338
 0.254571  +0.075957
 0.247725  +0.075542
 0.240941  +0.075092
 0.234223  +0.074608
 0.227570  +0.074090
 0.220986  +0.073539
 0.214470  +0.072954
 0.208026  +0.072337
 0.201655  +0.071689
 0.195358  +0.071008
 0.189138  +0.070297
